"FID","Ztemp","Zprecip","Pruinosity","Persistence","Family","Genus","Species","Genus_species","z.hist.temp","z.hist.precip"
2496,-0.545423427,0.241138629,"n",0,"Libellulidae","Sympetrum","Sympetrum semicinctum","Sympetrum_semicinctum",-0.956564374731105,-0.16007499078279
2496,-0.545423427,0.241138629,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",-0.956564374731105,-0.16007499078279
2496,-0.545423427,0.241138629,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",-0.956564374731105,-0.16007499078279
2496,-0.545423427,0.241138629,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",-0.956564374731105,-0.16007499078279
2497,-0.609437047,0.16167654,"n",1,"Libellulidae","Leucorrhinia","Leucorrhinia intacta","Leucorrhinia_intacta",-0.991335046843872,-0.138588841939416
2497,-0.609437047,0.16167654,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",-0.991335046843872,-0.138588841939416
2497,-0.609437047,0.16167654,"n",1,"Libellulidae","Sympetrum","Sympetrum obtrusum","Sympetrum_obtrusum",-0.991335046843872,-0.138588841939416
2497,-0.609437047,0.16167654,"n",1,"Aeshnidae","Aeshna","Aeshna umbrosa","Aeshna_umbrosa",-0.991335046843872,-0.138588841939416
2497,-0.609437047,0.16167654,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",-0.991335046843872,-0.138588841939416
2498,-0.91240478,0.036643927,"n",1,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",-0.998528964039756,-0.193444222782557
2498,-0.91240478,0.036643927,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",-0.998528964039756,-0.193444222782557
2498,-0.91240478,0.036643927,"n",1,"Libellulidae","Sympetrum","Sympetrum obtrusum","Sympetrum_obtrusum",-0.998528964039756,-0.193444222782557
2498,-0.91240478,0.036643927,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",-0.998528964039756,-0.193444222782557
2500,-0.219942255,0.235665841,"n",0,"Aeshnidae","Boyeria","Boyeria vinosa","Boyeria_vinosa",-0.776558253303007,-0.0485620000312229
2500,-0.219942255,0.235665841,"n",1,"Aeshnidae","Basiaeschna","Basiaeschna janata","Basiaeschna_janata",-0.776558253303007,-0.0485620000312229
2504,0.030236355,0.532300569,"n",1,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",-0.937557304234463,0.437875616809748
2504,0.030236355,0.532300569,"y",0,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",-0.937557304234463,0.437875616809748
2504,0.030236355,0.532300569,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",-0.937557304234463,0.437875616809748
2504,0.030236355,0.532300569,"n",1,"Aeshnidae","Aeshna","Aeshna umbrosa","Aeshna_umbrosa",-0.937557304234463,0.437875616809748
2504,0.030236355,0.532300569,"n",0,"Aeshnidae","Aeshna","Aeshna constricta","Aeshna_constricta",-0.937557304234463,0.437875616809748
2504,0.030236355,0.532300569,"n",0,"Libellulidae","Sympetrum","Sympetrum obtrusum","Sympetrum_obtrusum",-0.937557304234463,0.437875616809748
2504,0.030236355,0.532300569,"n",1,"Libellulidae","Leucorrhinia","Leucorrhinia intacta","Leucorrhinia_intacta",-0.937557304234463,0.437875616809748
2505,0.281545617,0.633621937,"n",0,"Libellulidae","Sympetrum","Sympetrum rubicundulum","Sympetrum_rubicundulum",-1.00839629640979,0.688551950197592
2505,0.281545617,0.633621937,"n",1,"Libellulidae","Sympetrum","Sympetrum obtrusum","Sympetrum_obtrusum",-1.00839629640979,0.688551950197592
2506,0.32497318,0.908635735,"n",1,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",-1.1215733314258,0.25707705857288
2506,0.32497318,0.908635735,"n",1,"Aeshnidae","Aeshna","Aeshna canadensis","Aeshna_canadensis",-1.1215733314258,0.25707705857288
2506,0.32497318,0.908635735,"n",0,"Libellulidae","Libellula","Libellula quadrimaculata","Libellula_quadrimaculata",-1.1215733314258,0.25707705857288
2506,0.32497318,0.908635735,"n",1,"Aeshnidae","Aeshna","Aeshna umbrosa","Aeshna_umbrosa",-1.1215733314258,0.25707705857288
2507,0.114859468,1.16526457,"n",1,"Gomphidae","Dromogomphus","Dromogomphus spinosus","Dromogomphus_spinosus",-0.987541488071598,-0.0741696843835977
2507,0.114859468,1.16526457,"n",1,"Libellulidae","Celithemis","Celithemis eponina","Celithemis_eponina",-0.987541488071598,-0.0741696843835977
2507,0.114859468,1.16526457,"n",0,"Aeshnidae","Aeshna","Aeshna umbrosa","Aeshna_umbrosa",-0.987541488071598,-0.0741696843835977
2508,-0.007016561,1.484463345,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",-0.901843124883289,0.553357153097255
2509,0.390996197,1.217635169,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",-0.621711312241859,0.777371931062427
2509,0.390996197,1.217635169,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",-0.621711312241859,0.777371931062427
2510,0.946796349,0.987502549,"n",1,"Corduliidae","Dorocordulia","Dorocordulia libera","Dorocordulia_libera",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"n",0,"Aeshnidae","Aeshna","Aeshna tuberculifera","Aeshna_tuberculifera",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"y",0,"Libellulidae","Leucorrhinia","Leucorrhinia frigida","Leucorrhinia_frigida",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"n",0,"Corduliidae","Epitheca","Epitheca canis","Epitheca_canis",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"n",1,"Libellulidae","Pantala","Pantala flavescens","Pantala_flavescens",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"n",1,"Aeshnidae","Aeshna","Aeshna canadensis","Aeshna_canadensis",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"n",1,"Libellulidae","Sympetrum","Sympetrum internum","Sympetrum_internum",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"n",1,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"n",0,"Corduliidae","Cordulia","Cordulia shurtleffii","Cordulia_shurtleffii",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"n",0,"Libellulidae","Libellula","Libellula quadrimaculata","Libellula_quadrimaculata",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"y",1,"Libellulidae","Libellula","Libellula incesta","Libellula_incesta",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"n",1,"Corduliidae","Epitheca","Epitheca cynosura","Epitheca_cynosura",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"n",1,"Libellulidae","Sympetrum","Sympetrum semicinctum","Sympetrum_semicinctum",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"n",1,"Aeshnidae","Aeshna","Aeshna umbrosa","Aeshna_umbrosa",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"n",1,"Libellulidae","Celithemis","Celithemis elisa","Celithemis_elisa",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"n",1,"Libellulidae","Celithemis","Celithemis eponina","Celithemis_eponina",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"n",1,"Corduliidae","Epitheca","Epitheca princeps","Epitheca_princeps",-0.517025408375551,0.778090876196394
2510,0.946796349,0.987502549,"n",1,"Libellulidae","Leucorrhinia","Leucorrhinia intacta","Leucorrhinia_intacta",-0.517025408375551,0.778090876196394
2511,0.792916438,0.58020404,"n",1,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",-0.670909312379648,0.849952852289062
2571,-1.340359298,-1.695500344,"n",1,"Aeshnidae","Rhionaeschna","Rhionaeschna multicolor","Rhionaeschna_multicolor",-0.310792259496738,1.30238255786245
2571,-1.340359298,-1.695500344,"y",1,"Libellulidae","Libellula","Libellula forensis","Libellula_forensis",-0.310792259496738,1.30238255786245
2571,-1.340359298,-1.695500344,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",-0.310792259496738,1.30238255786245
2571,-1.340359298,-1.695500344,"n",1,"Libellulidae","Sympetrum","Sympetrum pallipes","Sympetrum_pallipes",-0.310792259496738,1.30238255786245
2572,-1.12940785,-1.560182886,"n",1,"Aeshnidae","Aeshna","Aeshna interrupta","Aeshna_interrupta",-0.390463069658078,0.370906051759356
2572,-1.12940785,-1.560182886,"n",1,"Libellulidae","Leucorrhinia","Leucorrhinia glacialis","Leucorrhinia_glacialis",-0.390463069658078,0.370906051759356
2572,-1.12940785,-1.560182886,"n",1,"Libellulidae","Leucorrhinia","Leucorrhinia hudsonica","Leucorrhinia_hudsonica",-0.390463069658078,0.370906051759356
2572,-1.12940785,-1.560182886,"n",1,"Corduliidae","Cordulia","Cordulia shurtleffii","Cordulia_shurtleffii",-0.390463069658078,0.370906051759356
2574,-0.129232371,-1.249393688,"n",0,"Aeshnidae","Aeshna","Aeshna palmata","Aeshna_palmata",-0.779133151392002,-1.32601911723816
2576,0.858459075,-0.95304169,"y",0,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",-0.480466021873135,-1.94393006804133
2582,0.397393458,-0.989925733,"n",1,"Aeshnidae","Aeshna","Aeshna palmata","Aeshna_palmata",-1.83475760665772,-1.42915878001579
2587,-0.30149562,-0.476918578,"n",1,"Libellulidae","Libellula","Libellula saturata","Libellula_saturata",-0.535934178785026,-1.56915821644616
2587,-0.30149562,-0.476918578,"n",1,"Gomphidae","Ophiogomphus","Ophiogomphus severus","Ophiogomphus_severus",-0.535934178785026,-1.56915821644616
2587,-0.30149562,-0.476918578,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",-0.535934178785026,-1.56915821644616
2587,-0.30149562,-0.476918578,"n",1,"Libellulidae","Libellula","Libellula quadrimaculata","Libellula_quadrimaculata",-0.535934178785026,-1.56915821644616
2588,-0.290487878,-0.420763173,"n",0,"Libellulidae","Sympetrum","Sympetrum internum","Sympetrum_internum",-0.451945759717844,-1.48925471387277
2589,-0.750897366,-0.491751085,"n",1,"Libellulidae","Sympetrum","Sympetrum costiferum","Sympetrum_costiferum",-0.529899898820526,-1.40879175641667
2589,-0.750897366,-0.491751085,"n",0,"Aeshnidae","Aeshna","Aeshna palmata","Aeshna_palmata",-0.529899898820526,-1.40879175641667
2596,-0.630995584,-0.239385812,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",-1.09549017363908,-0.285666865848704
2596,-0.630995584,-0.239385812,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",-1.09549017363908,-0.285666865848704
2597,-0.502353221,-0.10160912,"y",1,"Libellulidae","Leucorrhinia","Leucorrhinia frigida","Leucorrhinia_frigida",-1.08574110517083,-0.230281227505036
2597,-0.502353221,-0.10160912,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",-1.08574110517083,-0.230281227505036
2597,-0.502353221,-0.10160912,"n",1,"Libellulidae","Leucorrhinia","Leucorrhinia intacta","Leucorrhinia_intacta",-1.08574110517083,-0.230281227505036
2597,-0.502353221,-0.10160912,"n",1,"Libellulidae","Libellula","Libellula quadrimaculata","Libellula_quadrimaculata",-1.08574110517083,-0.230281227505036
2599,-0.209555493,0.159201371,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",-1.16442240452096,-0.386496882817062
2607,0.357059077,0.478354395,"n",0,"Libellulidae","Sympetrum","Sympetrum rubicundulum","Sympetrum_rubicundulum",-0.982450715345505,-0.223192943478528
2608,0.166107858,1.159677663,"n",1,"Corduliidae","Didymops","Didymops transversa","Didymops_transversa",-0.988583295397172,-0.0244962822242319
2608,0.166107858,1.159677663,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",-0.988583295397172,-0.0244962822242319
2608,0.166107858,1.159677663,"n",0,"Libellulidae","Sympetrum","Sympetrum rubicundulum","Sympetrum_rubicundulum",-0.988583295397172,-0.0244962822242319
2608,0.166107858,1.159677663,"n",1,"Aeshnidae","Aeshna","Aeshna tuberculifera","Aeshna_tuberculifera",-0.988583295397172,-0.0244962822242319
2608,0.166107858,1.159677663,"n",1,"Aeshnidae","Basiaeschna","Basiaeschna janata","Basiaeschna_janata",-0.988583295397172,-0.0244962822242319
2608,0.166107858,1.159677663,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",-0.988583295397172,-0.0244962822242319
2608,0.166107858,1.159677663,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",-0.988583295397172,-0.0244962822242319
2608,0.166107858,1.159677663,"n",1,"Libellulidae","Sympetrum","Sympetrum semicinctum","Sympetrum_semicinctum",-0.988583295397172,-0.0244962822242319
2608,0.166107858,1.159677663,"n",1,"Corduliidae","Epitheca","Epitheca princeps","Epitheca_princeps",-0.988583295397172,-0.0244962822242319
2608,0.166107858,1.159677663,"n",1,"Corduliidae","Epitheca","Epitheca cynosura","Epitheca_cynosura",-0.988583295397172,-0.0244962822242319
2608,0.166107858,1.159677663,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",-0.988583295397172,-0.0244962822242319
2608,0.166107858,1.159677663,"n",1,"Aeshnidae","Aeshna","Aeshna constricta","Aeshna_constricta",-0.988583295397172,-0.0244962822242319
2608,0.166107858,1.159677663,"n",1,"Corduliidae","Cordulia","Cordulia shurtleffii","Cordulia_shurtleffii",-0.988583295397172,-0.0244962822242319
2608,0.166107858,1.159677663,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",-0.988583295397172,-0.0244962822242319
2608,0.166107858,1.159677663,"n",1,"Aeshnidae","Boyeria","Boyeria vinosa","Boyeria_vinosa",-0.988583295397172,-0.0244962822242319
2608,0.166107858,1.159677663,"n",1,"Libellulidae","Leucorrhinia","Leucorrhinia intacta","Leucorrhinia_intacta",-0.988583295397172,-0.0244962822242319
2608,0.166107858,1.159677663,"n",1,"Aeshnidae","Aeshna","Aeshna umbrosa","Aeshna_umbrosa",-0.988583295397172,-0.0244962822242319
2609,0.028560882,1.373974856,"n",0,"Aeshnidae","Aeshna","Aeshna interrupta","Aeshna_interrupta",-1.17745400150701,0.478414547922627
2609,0.028560882,1.373974856,"n",0,"Aeshnidae","Aeshna","Aeshna umbrosa","Aeshna_umbrosa",-1.17745400150701,0.478414547922627
2611,0.715909113,0.699559786,"n",0,"Libellulidae","Sympetrum","Sympetrum internum","Sympetrum_internum",-0.690898949751983,0.773761080393079
2611,0.715909113,0.699559786,"n",1,"Libellulidae","Celithemis","Celithemis elisa","Celithemis_elisa",-0.690898949751983,0.773761080393079
2612,0.690583691,0.80978885,"n",1,"Libellulidae","Sympetrum","Sympetrum semicinctum","Sympetrum_semicinctum",-0.625170694117365,0.791789224887609
2612,0.690583691,0.80978885,"n",1,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",-0.625170694117365,0.791789224887609
2612,0.690583691,0.80978885,"n",0,"Libellulidae","Sympetrum","Sympetrum rubicundulum","Sympetrum_rubicundulum",-0.625170694117365,0.791789224887609
2612,0.690583691,0.80978885,"n",1,"Libellulidae","Sympetrum","Sympetrum internum","Sympetrum_internum",-0.625170694117365,0.791789224887609
2612,0.690583691,0.80978885,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",-0.625170694117365,0.791789224887609
2613,0.604876793,0.810569697,"n",1,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",-0.699396807839217,0.741595297688444
2613,0.604876793,0.810569697,"n",0,"Libellulidae","Sympetrum","Sympetrum rubicundulum","Sympetrum_rubicundulum",-0.699396807839217,0.741595297688444
2613,0.604876793,0.810569697,"n",0,"Libellulidae","Sympetrum","Sympetrum internum","Sympetrum_internum",-0.699396807839217,0.741595297688444
2683,0.530886491,-1.102168346,"n",1,"Libellulidae","Libellula","Libellula saturata","Libellula_saturata",-2.01063599241677,-0.930115830875647
2685,-0.560701867,-0.762188776,"n",0,"Corduliidae","Somatochlora","Somatochlora semicircularis","Somatochlora_semicircularis",-0.686083330470761,-2.06493195661031
2686,-0.859422334,-0.628800904,"n",0,"Corduliidae","Cordulia","Cordulia shurtleffii","Cordulia_shurtleffii",-0.752657010254605,-1.69520554194361
2686,-0.859422334,-0.628800904,"n",0,"Corduliidae","Somatochlora","Somatochlora semicircularis","Somatochlora_semicircularis",-0.752657010254605,-1.69520554194361
2686,-0.859422334,-0.628800904,"y",0,"Libellulidae","Leucorrhinia","Leucorrhinia proxima","Leucorrhinia_proxima",-0.752657010254605,-1.69520554194361
2686,-0.859422334,-0.628800904,"n",0,"Aeshnidae","Aeshna","Aeshna eremita","Aeshna_eremita",-0.752657010254605,-1.69520554194361
2688,-0.003109076,-0.496328905,"y",0,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",-0.822493254741637,-1.56298729764779
2688,-0.003109076,-0.496328905,"n",1,"Aeshnidae","Aeshna","Aeshna palmata","Aeshna_palmata",-0.822493254741637,-1.56298729764779
2688,-0.003109076,-0.496328905,"n",1,"Libellulidae","Sympetrum","Sympetrum pallipes","Sympetrum_pallipes",-0.822493254741637,-1.56298729764779
2688,-0.003109076,-0.496328905,"n",1,"Aeshnidae","Rhionaeschna","Rhionaeschna californica","Rhionaeschna_californica",-0.822493254741637,-1.56298729764779
2688,-0.003109076,-0.496328905,"n",0,"Libellulidae","Sympetrum","Sympetrum internum","Sympetrum_internum",-0.822493254741637,-1.56298729764779
2688,-0.003109076,-0.496328905,"n",1,"Gomphidae","Ophiogomphus","Ophiogomphus severus","Ophiogomphus_severus",-0.822493254741637,-1.56298729764779
2688,-0.003109076,-0.496328905,"n",0,"Libellulidae","Sympetrum","Sympetrum obtrusum","Sympetrum_obtrusum",-0.822493254741637,-1.56298729764779
2688,-0.003109076,-0.496328905,"n",1,"Libellulidae","Sympetrum","Sympetrum corruptum","Sympetrum_corruptum",-0.822493254741637,-1.56298729764779
2688,-0.003109076,-0.496328905,"n",1,"Libellulidae","Sympetrum","Sympetrum semicinctum","Sympetrum_semicinctum",-0.822493254741637,-1.56298729764779
2688,-0.003109076,-0.496328905,"n",1,"Aeshnidae","Rhionaeschna","Rhionaeschna multicolor","Rhionaeschna_multicolor",-0.822493254741637,-1.56298729764779
2695,-0.762871727,-0.173410437,"n",0,"Aeshnidae","Aeshna","Aeshna constricta","Aeshna_constricta",-1.14016745475715,-0.572757290831617
2696,-0.915421803,-0.53345404,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",-1.08133821605691,-0.427888068636679
2696,-0.915421803,-0.53345404,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",-1.08133821605691,-0.427888068636679
2696,-0.915421803,-0.53345404,"n",1,"Libellulidae","Sympetrum","Sympetrum obtrusum","Sympetrum_obtrusum",-1.08133821605691,-0.427888068636679
2696,-0.915421803,-0.53345404,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",-1.08133821605691,-0.427888068636679
2696,-0.915421803,-0.53345404,"n",1,"Libellulidae","Leucorrhinia","Leucorrhinia intacta","Leucorrhinia_intacta",-1.08133821605691,-0.427888068636679
2696,-0.915421803,-0.53345404,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",-1.08133821605691,-0.427888068636679
2696,-0.915421803,-0.53345404,"n",1,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",-1.08133821605691,-0.427888068636679
2696,-0.915421803,-0.53345404,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",-1.08133821605691,-0.427888068636679
2699,-2.091662566,0.095227208,"y",1,"Libellulidae","Libellula","Libellula luctuosa","Libellula_luctuosa",-1.35248739711281,-0.343306879680387
2699,-2.091662566,0.095227208,"n",1,"Libellulidae","Celithemis","Celithemis elisa","Celithemis_elisa",-1.35248739711281,-0.343306879680387
2699,-2.091662566,0.095227208,"n",1,"Libellulidae","Leucorrhinia","Leucorrhinia intacta","Leucorrhinia_intacta",-1.35248739711281,-0.343306879680387
2699,-2.091662566,0.095227208,"n",1,"Libellulidae","Libellula","Libellula quadrimaculata","Libellula_quadrimaculata",-1.35248739711281,-0.343306879680387
2701,-0.216257386,0.223554734,"n",0,"Gomphidae","Phanogomphus","Phanogomphus lividus","Phanogomphus_lividus",-1.31750037800908,-0.406245913116551
2702,0.720994116,0.013880427,"n",1,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",-1.35388291115379,-0.345505769368313
2702,0.720994116,0.013880427,"n",1,"Libellulidae","Sympetrum","Sympetrum obtrusum","Sympetrum_obtrusum",-1.35388291115379,-0.345505769368313
2702,0.720994116,0.013880427,"n",1,"Aeshnidae","Anax","Anax junius","Anax_junius",-1.35388291115379,-0.345505769368313
2702,0.720994116,0.013880427,"n",1,"Libellulidae","Celithemis","Celithemis elisa","Celithemis_elisa",-1.35388291115379,-0.345505769368313
2702,0.720994116,0.013880427,"y",1,"Libellulidae","Libellula","Libellula pulchella","Libellula_pulchella",-1.35388291115379,-0.345505769368313
2709,0.66955826,0.958462453,"n",1,"Libellulidae","Libellula","Libellula quadrimaculata","Libellula_quadrimaculata",-1.16605401236953,0.251446093822624
2709,0.66955826,0.958462453,"n",1,"Corduliidae","Epitheca","Epitheca canis","Epitheca_canis",-1.16605401236953,0.251446093822624
2709,0.66955826,0.958462453,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",-1.16605401236953,0.251446093822624
2709,0.66955826,0.958462453,"n",1,"Libellulidae","Leucorrhinia","Leucorrhinia intacta","Leucorrhinia_intacta",-1.16605401236953,0.251446093822624
2712,0.314551268,1.017814587,"n",1,"Libellulidae","Celithemis","Celithemis eponina","Celithemis_eponina",-0.939522871981818,0.595669008153818
2712,0.314551268,1.017814587,"n",0,"Libellulidae","Sympetrum","Sympetrum internum","Sympetrum_internum",-0.939522871981818,0.595669008153818
2713,0.428184671,0.906293192,"n",1,"Corduliidae","Macromia","Macromia illinoiensis","Macromia_illinoiensis",-0.636603666948553,0.577869666269234
2713,0.428184671,0.906293192,"n",1,"Gomphidae","Hagenius","Hagenius brevistylus","Hagenius_brevistylus",-0.636603666948553,0.577869666269234
2713,0.428184671,0.906293192,"y",1,"Libellulidae","Pachydiplax","Pachydiplax longipennis","Pachydiplax_longipennis",-0.636603666948553,0.577869666269234
2713,0.428184671,0.906293192,"n",1,"Libellulidae","Sympetrum","Sympetrum vicinum","Sympetrum_vicinum",-0.636603666948553,0.577869666269234
2713,0.428184671,0.906293192,"y",1,"Libellulidae","Leucorrhinia","Leucorrhinia frigida","Leucorrhinia_frigida",-0.636603666948553,0.577869666269234
2713,0.428184671,0.906293192,"n",1,"Libellulidae","Libellula","Libellula quadrimaculata","Libellula_quadrimaculata",-0.636603666948553,0.577869666269234
2713,0.428184671,0.906293192,"n",0,"Libellulidae","Leucorrhinia","Leucorrhinia glacialis","Leucorrhinia_glacialis",-0.636603666948553,0.577869666269234
2713,0.428184671,0.906293192,"n",1,"Libellulidae","Leucorrhinia","Leucorrhinia hudsonica","Leucorrhinia_hudsonica",-0.636603666948553,0.577869666269234
2713,0.428184671,0.906293192,"y",1,"Libellulidae","Erythemis","Erythemis simplicicollis","Erythemis_simplicicollis",-0.636603666948553,0.577869666269234
2713,0.428184671,0.906293192,"n",1,"Libellulidae","Leucorrhinia","Leucorrhinia intacta","Leucorrhinia_intacta",-0.636603666948553,0.577869666269234
2713,0.428184671,0.906293192,"n",1,"Corduliidae","Dorocordulia","Dorocordulia libera","Dorocordulia_libera",-0.636603666948553,0.577869666269234
2713,0.428184671,0.906293192,"n",1,"Libellulidae","Perithemis","Perithemis tenera","Perithemis_tenera",-0.636603666948553,0.577869666269234
2713,0.428184671,0.906293192,"y",0,"Libellulidae","Leucorrhinia","Leucorrhinia proxima","Leucorrhinia_proxima",-0.636603666948553,0.577869666269234
2713,0.428184671,0.906293192,"n",1,"Libellulidae","Celithemis","Celithemis elisa","Celithemis_elisa",-0.636603666948553,0.577869666269234
2713,0.428184671,0.906293192,"y",1,"Libellulidae","Libellula","Libellula incesta","Libellula_incesta",-0.636603666948553,0.577869666269234
2775,-1.725495516,-1.357230517,"n",0,"Libellulidae","Sympetrum","Sympetrum internum","Sympetrum_internum",-0.64215295641677,0.948844062523698
2783,0.263220862,-0.830470367,"n",0,"Libellulidae","Libellula","Libellula quadrimaculata","Libellula_quadrimaculata",-1.53467521628124,-1.27808283362268
2784,-0.112249165,-0.87157462,"n",1,"Aeshnidae","Aeshna","Aeshna palmata","Aeshna_palmata",-1.86565616672767,-1.18788360864625
2785,-0.637199521,-0.841961696,"n",1,"Gomphidae","Ophiogomphus","Ophiogomphus severus","Ophiogomphus_severus",-1.55385914013558,-1.3495090396841
2797,-0.83582511,-0.617944603,"n",1,"Libellulidae","Libellula","Libellula quadrimaculata","Libellula_quadrimaculata",-1.25652871820379,-0.508129837068346
2797,-0.83582511,-0.617944603,"n",1,"Libellulidae","Leucorrhinia","Leucorrhinia intacta","Leucorrhinia_intacta",-1.25652871820379,-0.508129837068346
2797,-0.83582511,-0.617944603,"n",1,"Aeshnidae","Basiaeschna","Basiaeschna janata","Basiaeschna_janata",-1.25652871820379,-0.508129837068346
2797,-0.83582511,-0.617944603,"n",1,"Corduliidae","Macromia","Macromia illinoiensis","Macromia_illinoiensis",-1.25652871820379,-0.508129837068346
2797,-0.83582511,-0.617944603,"n",1,"Gomphidae","Hagenius","Hagenius brevistylus","Hagenius_brevistylus",-1.25652871820379,-0.508129837068346
2799,-1.587186962,-0.427134012,"y",1,"Libellulidae","Plathemis","Plathemis lydia","Plathemis_lydia",-1.55769197554313,-0.299670979007204
2799,-1.587186962,-0.427134012,"n",1,"Corduliidae","Epitheca","Epitheca spinigera","Epitheca_spinigera",-1.55769197554313,-0.299670979007204
2799,-1.587186962,-0.427134012,"n",1,"Libellulidae","Leucorrhinia","Leucorrhinia intacta","Leucorrhinia_intacta",-1.55769197554313,-0.299670979007204
2799,-1.587186962,-0.427134012,"n",1,"Corduliidae","Dorocordulia","Dorocordulia libera","Dorocordulia_libera",-1.55769197554313,-0.299670979007204
2800,-1.635418328,-0.074103474,"n",1,"Libellulidae","Celithemis","Celithemis elisa","Celithemis_elisa",-1.65015199594137,-0.34095819628879
2800,-1.635418328,-0.074103474,"n",1,"Libellulidae","Sympetrum","Sympetrum obtrusum","Sympetrum_obtrusum",-1.65015199594137,-0.34095819628879
2803,-0.491913734,0.185175651,"n",1,"Aeshnidae","Aeshna","Aeshna canadensis","Aeshna_canadensis",-1.52761887580779,-0.445239609588377
2803,-0.491913734,0.185175651,"n",0,"Libellulidae","Sympetrum","Sympetrum rubicundulum","Sympetrum_rubicundulum",-1.52761887580779,-0.445239609588377
